NPI,Speciality,Region,Usage Time (mins),Count of Survey Attempts,Hour,Target
1000000289,Neurology,South,23,6,12,0
1000000289,Neurology,South,23,6,13,1
1000000289,Neurology,South,23,6,14,0
1000000289,Neurology,South,23,6,15,0
1000000289,Neurology,South,23,6,16,0
1000000289,Neurology,South,23,6,17,0
1000000289,Neurology,South,23,6,18,0
1000000289,Neurology,South,23,6,19,0
1000000289,Neurology,South,23,6,20,0
1000000289,Neurology,South,23,6,21,0
1000000289,Neurology,South,23,6,22,0
1000000289,Neurology,South,23,6,23,0
1000000290,Oncology,Northeast,58,9,0,0
1000000290,Oncology,Northeast,58,9,1,0
1000000290,Oncology,Northeast,58,9,2,0
1000000290,Oncology,Northeast,58,9,3,0
1000000290,Oncology,Northeast,58,9,4,0
1000000290,Oncology,Northeast,58,9,5,0
1000000290,Oncology,Northeast,58,9,6,0
1000000290,Oncology,Northeast,58,9,7,0
1000000290,Oncology,Northeast,58,9,8,0
1000000290,Oncology,Northeast,58,9,9,0
1000000290,Oncology,Northeast,58,9,10,0
1000000290,Oncology,Northeast,58,9,11,1
1000000290,Oncology,Northeast,58,9,12,0
1000000290,Oncology,Northeast,58,9,13,0
1000000290,Oncology,Northeast,58,9,14,0
1000000290,Oncology,Northeast,58,9,15,0
1000000290,Oncology,Northeast,58,9,16,0
1000000290,Oncology,Northeast,58,9,17,0
1000000290,Oncology,Northeast,58,9,18,0
1000000290,Oncology,Northeast,58,9,19,0
1000000290,Oncology,Northeast,58,9,20,0
1000000290,Oncology,Northeast,58,9,21,0
1000000290,Oncology,Northeast,58,9,22,0
1000000290,Oncology,Northeast,58,9,23,0
1000000291,Oncology,Northeast,111,5,0,0
1000000291,Oncology,Northeast,111,5,1,0
1000000291,Oncology,Northeast,111,5,2,0
1000000291,Oncology,Northeast,111,5,3,0
1000000291,Oncology,Northeast,111,5,4,0
1000000291,Oncology,Northeast,111,5,5,0
1000000291,Oncology,Northeast,111,5,6,0
1000000291,Oncology,Northeast,111,5,7,0
1000000291,Oncology,Northeast,111,5,8,0
1000000291,Oncology,Northeast,111,5,9,0
1000000291,Oncology,Northeast,111,5,10,0
1000000291,Oncology,Northeast,111,5,11,0
1000000291,Oncology,Northeast,111,5,12,1
1000000291,Oncology,Northeast,111,5,13,1
1000000291,Oncology,Northeast,111,5,14,0
1000000291,Oncology,Northeast,111,5,15,0
1000000291,Oncology,Northeast,111,5,16,0
1000000291,Oncology,Northeast,111,5,17,0
1000000291,Oncology,Northeast,111,5,18,0
1000000291,Oncology,Northeast,111,5,19,0
1000000291,Oncology,Northeast,111,5,20,0
1000000291,Oncology,Northeast,111,5,21,0
1000000291,Oncology,Northeast,111,5,22,0
1000000291,Oncology,Northeast,111,5,23,0
1000000292,Pediatrics,Midwest,9,5,0,0
1000000292,Pediatrics,Midwest,9,5,1,0
1000000292,Pediatrics,Midwest,9,5,2,0
1000000292,Pediatrics,Midwest,9,5,3,0
1000000292,Pediatrics,Midwest,9,5,4,0
1000000292,Pediatrics,Midwest,9,5,5,0
1000000292,Pediatrics,Midwest,9,5,6,0
1000000292,Pediatrics,Midwest,9,5,7,0
1000000292,Pediatrics,Midwest,9,5,8,0
1000000292,Pediatrics,Midwest,9,5,9,0
1000000292,Pediatrics,Midwest,9,5,10,0
1000000292,Pediatrics,Midwest,9,5,11,0
1000000292,Pediatrics,Midwest,9,5,12,0
1000000292,Pediatrics,Midwest,9,5,13,0
1000000292,Pediatrics,Midwest,9,5,14,0
1000000292,Pediatrics,Midwest,9,5,15,0
1000000292,Pediatrics,Midwest,9,5,16,0
1000000292,Pediatrics,Midwest,9,5,17,0
1000000292,Pediatrics,Midwest,9,5,18,0
1000000292,Pediatrics,Midwest,9,5,19,1
1000000292,Pediatrics,Midwest,9,5,20,0
1000000292,Pediatrics,Midwest,9,5,21,0
1000000292,Pediatrics,Midwest,9,5,22,0
1000000292,Pediatrics,Midwest,9,5,23,0
1000000293,Neurology,Midwest,93,0,0,0
1000000293,Neurology,Midwest,93,0,1,0
1000000293,Neurology,Midwest,93,0,2,0
1000000293,Neurology,Midwest,93,0,3,0
1000000293,Neurology,Midwest,93,0,4,0
1000000293,Neurology,Midwest,93,0,5,0
1000000293,Neurology,Midwest,93,0,6,0
1000000293,Neurology,Midwest,93,0,7,0
1000000293,Neurology,Midwest,93,0,8,0
1000000293,Neurology,Midwest,93,0,9,0
1000000293,Neurology,Midwest,93,0,10,0
1000000293,Neurology,Midwest,93,0,11,0
1000000293,Neurology,Midwest,93,0,12,0
1000000293,Neurology,Midwest,93,0,13,0
1000000293,Neurology,Midwest,93,0,14,0
1000000293,Neurology,Midwest,93,0,15,0
1000000293,Neurology,Midwest,93,0,16,1
1000000293,Neurology,Midwest,93,0,17,1
1000000293,Neurology,Midwest,93,0,18,0
1000000293,Neurology,Midwest,93,0,19,0
1000000293,Neurology,Midwest,93,0,20,0
1000000293,Neurology,Midwest,93,0,21,0
1000000293,Neurology,Midwest,93,0,22,0
1000000293,Neurology,Midwest,93,0,23,0
1000000294,Oncology,Northeast,49,2,0,0
1000000294,Oncology,Northeast,49,2,1,0
1000000294,Oncology,Northeast,49,2,2,0
1000000294,Oncology,Northeast,49,2,3,0
1000000294,Oncology,Northeast,49,2,4,0
1000000294,Oncology,Northeast,49,2,5,0
1000000294,Oncology,Northeast,49,2,6,1
1000000294,Oncology,Northeast,49,2,7,0
1000000294,Oncology,Northeast,49,2,8,0
1000000294,Oncology,Northeast,49,2,9,0
1000000294,Oncology,Northeast,49,2,10,0
1000000294,Oncology,Northeast,49,2,11,0
1000000294,Oncology,Northeast,49,2,12,0
1000000294,Oncology,Northeast,49,2,13,0
1000000294,Oncology,Northeast,49,2,14,0
1000000294,Oncology,Northeast,49,2,15,0
1000000294,Oncology,Northeast,49,2,16,0
1000000294,Oncology,Northeast,49,2,17,0
1000000294,Oncology,Northeast,49,2,18,0
1000000294,Oncology,Northeast,49,2,19,0
1000000294,Oncology,Northeast,49,2,20,0
1000000294,Oncology,Northeast,49,2,21,0
1000000294,Oncology,Northeast,49,2,22,0
1000000294,Oncology,Northeast,49,2,23,0
1000000295,Oncology,Northeast,13,10,0,0
1000000295,Oncology,Northeast,13,10,1,0
1000000295,Oncology,Northeast,13,10,2,0
1000000295,Oncology,Northeast,13,10,3,0
1000000295,Oncology,Northeast,13,10,4,0
1000000295,Oncology,Northeast,13,10,5,0
1000000295,Oncology,Northeast,13,10,6,1
1000000295,Oncology,Northeast,13,10,7,0
1000000295,Oncology,Northeast,13,10,8,0
1000000295,Oncology,Northeast,13,10,9,0
1000000295,Oncology,Northeast,13,10,10,0
1000000295,Oncology,Northeast,13,10,11,0
1000000295,Oncology,Northeast,13,10,12,0
1000000295,Oncology,Northeast,13,10,13,0
1000000295,Oncology,Northeast,13,10,14,0
1000000295,Oncology,Northeast,13,10,15,0
1000000295,Oncology,Northeast,13,10,16,0
1000000295,Oncology,Northeast,13,10,17,0
1000000295,Oncology,Northeast,13,10,18,0
1000000295,Oncology,Northeast,13,10,19,0
1000000295,Oncology,Northeast,13,10,20,0
1000000295,Oncology,Northeast,13,10,21,0
1000000295,Oncology,Northeast,13,10,22,0
1000000295,Oncology,Northeast,13,10,23,0
1000000296,Orthopedics,West,22,3,0,0
1000000296,Orthopedics,West,22,3,1,0
1000000296,Orthopedics,West,22,3,2,0
1000000296,Orthopedics,West,22,3,3,0
1000000296,Orthopedics,West,22,3,4,0
1000000296,Orthopedics,West,22,3,5,0
1000000296,Orthopedics,West,22,3,6,0
1000000296,Orthopedics,West,22,3,7,0
1000000296,Orthopedics,West,22,3,8,0
1000000296,Orthopedics,West,22,3,9,0
1000000296,Orthopedics,West,22,3,10,1
1000000296,Orthopedics,West,22,3,11,0
1000000296,Orthopedics,West,22,3,12,0
1000000296,Orthopedics,West,22,3,13,0
1000000296,Orthopedics,West,22,3,14,0
1000000296,Orthopedics,West,22,3,15,0
1000000296,Orthopedics,West,22,3,16,0
1000000296,Orthopedics,West,22,3,17,0
1000000296,Orthopedics,West,22,3,18,0
1000000296,Orthopedics,West,22,3,19,0
1000000296,Orthopedics,West,22,3,20,0
1000000296,Orthopedics,West,22,3,21,0
1000000296,Orthopedics,West,22,3,22,0
1000000296,Orthopedics,West,22,3,23,0
1000000297,Cardiology,Midwest,53,3,0,0
1000000297,Cardiology,Midwest,53,3,1,0
1000000297,Cardiology,Midwest,53,3,2,0
1000000297,Cardiology,Midwest,53,3,3,0
1000000297,Cardiology,Midwest,53,3,4,0
1000000297,Cardiology,Midwest,53,3,5,0
1000000297,Cardiology,Midwest,53,3,6,0
1000000297,Cardiology,Midwest,53,3,7,0
1000000297,Cardiology,Midwest,53,3,8,0
1000000297,Cardiology,Midwest,53,3,9,0
1000000297,Cardiology,Midwest,53,3,10,0
1000000297,Cardiology,Midwest,53,3,11,0
1000000297,Cardiology,Midwest,53,3,12,0
1000000297,Cardiology,Midwest,53,3,13,1
1000000297,Cardiology,Midwest,53,3,14,0
1000000297,Cardiology,Midwest,53,3,15,0
1000000297,Cardiology,Midwest,53,3,16,0
1000000297,Cardiology,Midwest,53,3,17,0
1000000297,Cardiology,Midwest,53,3,18,0
1000000297,Cardiology,Midwest,53,3,19,0
1000000297,Cardiology,Midwest,53,3,20,0
1000000297,Cardiology,Midwest,53,3,21,0
1000000297,Cardiology,Midwest,53,3,22,0
1000000297,Cardiology,Midwest,53,3,23,0
1000000298,Radiology,Midwest,66,9,0,0
1000000298,Radiology,Midwest,66,9,1,0
1000000298,Radiology,Midwest,66,9,2,0
1000000298,Radiology,Midwest,66,9,3,0
1000000298,Radiology,Midwest,66,9,4,0
1000000298,Radiology,Midwest,66,9,5,0
1000000298,Radiology,Midwest,66,9,6,0
1000000298,Radiology,Midwest,66,9,7,0
1000000298,Radiology,Midwest,66,9,8,0
1000000298,Radiology,Midwest,66,9,9,0
1000000298,Radiology,Midwest,66,9,10,0
1000000298,Radiology,Midwest,66,9,11,0
1000000298,Radiology,Midwest,66,9,12,0
1000000298,Radiology,Midwest,66,9,13,0
1000000298,Radiology,Midwest,66,9,14,1
1000000298,Radiology,Midwest,66,9,15,1
1000000298,Radiology,Midwest,66,9,16,0
1000000298,Radiology,Midwest,66,9,17,0
1000000298,Radiology,Midwest,66,9,18,0
1000000298,Radiology,Midwest,66,9,19,0
1000000298,Radiology,Midwest,66,9,20,0
1000000298,Radiology,Midwest,66,9,21,0
1000000298,Radiology,Midwest,66,9,22,0
1000000298,Radiology,Midwest,66,9,23,0
1000000299,Oncology,Northeast,12,4,0,0
1000000299,Oncology,Northeast,12,4,1,0
1000000299,Oncology,Northeast,12,4,2,0
1000000299,Oncology,Northeast,12,4,3,0
1000000299,Oncology,Northeast,12,4,4,0
1000000299,Oncology,Northeast,12,4,5,0
1000000299,Oncology,Northeast,12,4,6,0
1000000299,Oncology,Northeast,12,4,7,0
1000000299,Oncology,Northeast,12,4,8,0
1000000299,Oncology,Northeast,12,4,9,0
1000000299,Oncology,Northeast,12,4,10,0
1000000299,Oncology,Northeast,12,4,11,0
1000000299,Oncology,Northeast,12,4,12,1
1000000299,Oncology,Northeast,12,4,13,0
1000000299,Oncology,Northeast,12,4,14,0
1000000299,Oncology,Northeast,12,4,15,0
1000000299,Oncology,Northeast,12,4,16,0
1000000299,Oncology,Northeast,12,4,17,0
1000000299,Oncology,Northeast,12,4,18,0
1000000299,Oncology,Northeast,12,4,19,0
1000000299,Oncology,Northeast,12,4,20,0
1000000299,Oncology,Northeast,12,4,21,0
1000000299,Oncology,Northeast,12,4,22,0
1000000299,Oncology,Northeast,12,4,23,0
1000000300,Radiology,Northeast,43,6,0,0
1000000300,Radiology,Northeast,43,6,1,0
1000000300,Radiology,Northeast,43,6,2,0
1000000300,Radiology,Northeast,43,6,3,0
1000000300,Radiology,Northeast,43,6,4,0
1000000300,Radiology,Northeast,43,6,5,0
1000000300,Radiology,Northeast,43,6,6,0
1000000300,Radiology,Northeast,43,6,7,0
1000000300,Radiology,Northeast,43,6,8,0
1000000300,Radiology,Northeast,43,6,9,0
1000000300,Radiology,Northeast,43,6,10,0
1000000300,Radiology,Northeast,43,6,11,0
1000000300,Radiology,Northeast,43,6,12,0
1000000300,Radiology,Northeast,43,6,13,1
1000000300,Radiology,Northeast,43,6,14,0
1000000300,Radiology,Northeast,43,6,15,0
1000000300,Radiology,Northeast,43,6,16,0
1000000300,Radiology,Northeast,43,6,17,0
1000000300,Radiology,Northeast,43,6,18,0
1000000300,Radiology,Northeast,43,6,19,0
1000000300,Radiology,Northeast,43,6,20,0
1000000300,Radiology,Northeast,43,6,21,0
1000000300,Radiology,Northeast,43,6,22,0
1000000300,Radiology,Northeast,43,6,23,0
1000000301,General Practice,Northeast,30,0,0,0
1000000301,General Practice,Northeast,30,0,1,0
1000000301,General Practice,Northeast,30,0,2,0
1000000301,General Practice,Northeast,30,0,3,0
1000000301,General Practice,Northeast,30,0,4,0
1000000301,General Practice,Northeast,30,0,5,0
1000000301,General Practice,Northeast,30,0,6,0
1000000301,General Practice,Northeast,30,0,7,0
1000000301,General Practice,Northeast,30,0,8,1
1000000301,General Practice,Northeast,30,0,9,0
1000000301,General Practice,Northeast,30,0,10,0
1000000301,General Practice,Northeast,30,0,11,0
1000000301,General Practice,Northeast,30,0,12,0
1000000301,General Practice,Northeast,30,0,13,0
1000000301,General Practice,Northeast,30,0,14,0
1000000301,General Practice,Northeast,30,0,15,0
1000000301,General Practice,Northeast,30,0,16,0
1000000301,General Practice,Northeast,30,0,17,0
1000000301,General Practice,Northeast,30,0,18,0
1000000301,General Practice,Northeast,30,0,19,0
1000000301,General Practice,Northeast,30,0,20,0
1000000301,General Practice,Northeast,30,0,21,0
1000000301,General Practice,Northeast,30,0,22,0
1000000301,General Practice,Northeast,30,0,23,0
1000000302,Cardiology,Northeast,72,7,0,0
1000000302,Cardiology,Northeast,72,7,1,0
1000000302,Cardiology,Northeast,72,7,2,0
1000000302,Cardiology,Northeast,72,7,3,0
1000000302,Cardiology,Northeast,72,7,4,0
1000000302,Cardiology,Northeast,72,7,5,0
1000000302,Cardiology,Northeast,72,7,6,1
1000000302,Cardiology,Northeast,72,7,7,1
1000000302,Cardiology,Northeast,72,7,8,0
1000000302,Cardiology,Northeast,72,7,9,0
1000000302,Cardiology,Northeast,72,7,10,0
1000000302,Cardiology,Northeast,72,7,11,0
1000000302,Cardiology,Northeast,72,7,12,0
1000000302,Cardiology,Northeast,72,7,13,0
1000000302,Cardiology,Northeast,72,7,14,0
1000000302,Cardiology,Northeast,72,7,15,0
1000000302,Cardiology,Northeast,72,7,16,0
1000000302,Cardiology,Northeast,72,7,17,0
1000000302,Cardiology,Northeast,72,7,18,0
1000000302,Cardiology,Northeast,72,7,19,0
1000000302,Cardiology,Northeast,72,7,20,0
1000000302,Cardiology,Northeast,72,7,21,0
1000000302,Cardiology,Northeast,72,7,22,0
1000000302,Cardiology,Northeast,72,7,23,0
1000000303,Neurology,South,79,3,0,0
1000000303,Neurology,South,79,3,1,0
1000000303,Neurology,South,79,3,2,0
1000000303,Neurology,South,79,3,3,0
1000000303,Neurology,South,79,3,4,0
1000000303,Neurology,South,79,3,5,0
1000000303,Neurology,South,79,3,6,0
1000000303,Neurology,South,79,3,7,0
1000000303,Neurology,South,79,3,8,0
1000000303,Neurology,South,79,3,9,0
1000000303,Neurology,South,79,3,10,0
1000000303,Neurology,South,79,3,11,0
1000000303,Neurology,South,79,3,12,0
1000000303,Neurology,South,79,3,13,0
1000000303,Neurology,South,79,3,14,0
1000000303,Neurology,South,79,3,15,0
1000000303,Neurology,South,79,3,16,1
1000000303,Neurology,South,79,3,17,1
1000000303,Neurology,South,79,3,18,0
1000000303,Neurology,South,79,3,19,0
1000000303,Neurology,South,79,3,20,0
1000000303,Neurology,South,79,3,21,0
1000000303,Neurology,South,79,3,22,0
1000000303,Neurology,South,79,3,23,0
1000000304,Pediatrics,Midwest,65,5,0,0
1000000304,Pediatrics,Midwest,65,5,1,0
1000000304,Pediatrics,Midwest,65,5,2,0
1000000304,Pediatrics,Midwest,65,5,3,0
1000000304,Pediatrics,Midwest,65,5,4,0
1000000304,Pediatrics,Midwest,65,5,5,0
1000000304,Pediatrics,Midwest,65,5,6,0
1000000304,Pediatrics,Midwest,65,5,7,1
1000000304,Pediatrics,Midwest,65,5,8,1
1000000304,Pediatrics,Midwest,65,5,9,0
1000000304,Pediatrics,Midwest,65,5,10,0
1000000304,Pediatrics,Midwest,65,5,11,0
1000000304,Pediatrics,Midwest,65,5,12,0
1000000304,Pediatrics,Midwest,65,5,13,0
1000000304,Pediatrics,Midwest,65,5,14,0
1000000304,Pediatrics,Midwest,65,5,15,0
1000000304,Pediatrics,Midwest,65,5,16,0
1000000304,Pediatrics,Midwest,65,5,17,0
1000000304,Pediatrics,Midwest,65,5,18,0
1000000304,Pediatrics,Midwest,65,5,19,0
1000000304,Pediatrics,Midwest,65,5,20,0
1000000304,Pediatrics,Midwest,65,5,21,0
1000000304,Pediatrics,Midwest,65,5,22,0
1000000304,Pediatrics,Midwest,65,5,23,0
1000000305,Cardiology,West,71,1,0,0
1000000305,Cardiology,West,71,1,1,0
1000000305,Cardiology,West,71,1,2,0
1000000305,Cardiology,West,71,1,3,0
1000000305,Cardiology,West,71,1,4,0
1000000305,Cardiology,West,71,1,5,0
1000000305,Cardiology,West,71,1,6,0
1000000305,Cardiology,West,71,1,7,0
1000000305,Cardiology,West,71,1,8,0
1000000305,Cardiology,West,71,1,9,0
1000000305,Cardiology,West,71,1,10,0
1000000305,Cardiology,West,71,1,11,0
1000000305,Cardiology,West,71,1,12,0
1000000305,Cardiology,West,71,1,13,0
1000000305,Cardiology,West,71,1,14,0
1000000305,Cardiology,West,71,1,15,0
1000000305,Cardiology,West,71,1,16,0
1000000305,Cardiology,West,71,1,17,0
1000000305,Cardiology,West,71,1,18,0
1000000305,Cardiology,West,71,1,19,0
1000000305,Cardiology,West,71,1,20,1
1000000305,Cardiology,West,71,1,21,1
1000000305,Cardiology,West,71,1,22,0
1000000305,Cardiology,West,71,1,23,0
1000000306,Pediatrics,Midwest,37,1,0,0
1000000306,Pediatrics,Midwest,37,1,1,0
1000000306,Pediatrics,Midwest,37,1,2,0
1000000306,Pediatrics,Midwest,37,1,3,0
1000000306,Pediatrics,Midwest,37,1,4,0
1000000306,Pediatrics,Midwest,37,1,5,0
1000000306,Pediatrics,Midwest,37,1,6,0
1000000306,Pediatrics,Midwest,37,1,7,0
1000000306,Pediatrics,Midwest,37,1,8,0
1000000306,Pediatrics,Midwest,37,1,9,0
1000000306,Pediatrics,Midwest,37,1,10,0
1000000306,Pediatrics,Midwest,37,1,11,0
1000000306,Pediatrics,Midwest,37,1,12,0
1000000306,Pediatrics,Midwest,37,1,13,0
1000000306,Pediatrics,Midwest,37,1,14,0
1000000306,Pediatrics,Midwest,37,1,15,1
1000000306,Pediatrics,Midwest,37,1,16,0
1000000306,Pediatrics,Midwest,37,1,17,0
1000000306,Pediatrics,Midwest,37,1,18,0
1000000306,Pediatrics,Midwest,37,1,19,0
1000000306,Pediatrics,Midwest,37,1,20,0
1000000306,Pediatrics,Midwest,37,1,21,0
1000000306,Pediatrics,Midwest,37,1,22,0
1000000306,Pediatrics,Midwest,37,1,23,0
1000000307,General Practice,Midwest,11,1,0,0
1000000307,General Practice,Midwest,11,1,1,0
1000000307,General Practice,Midwest,11,1,2,0
1000000307,General Practice,Midwest,11,1,3,0
1000000307,General Practice,Midwest,11,1,4,0
1000000307,General Practice,Midwest,11,1,5,0
1000000307,General Practice,Midwest,11,1,6,0
1000000307,General Practice,Midwest,11,1,7,0
1000000307,General Practice,Midwest,11,1,8,0
1000000307,General Practice,Midwest,11,1,9,0
1000000307,General Practice,Midwest,11,1,10,0
1000000307,General Practice,Midwest,11,1,11,0
1000000307,General Practice,Midwest,11,1,12,0
1000000307,General Practice,Midwest,11,1,13,0
1000000307,General Practice,Midwest,11,1,14,1
1000000307,General Practice,Midwest,11,1,15,0
1000000307,General Practice,Midwest,11,1,16,0
1000000307,General Practice,Midwest,11,1,17,0
1000000307,General Practice,Midwest,11,1,18,0
1000000307,General Practice,Midwest,11,1,19,0
1000000307,General Practice,Midwest,11,1,20,0
1000000307,General Practice,Midwest,11,1,21,0
1000000307,General Practice,Midwest,11,1,22,0
1000000307,General Practice,Midwest,11,1,23,0
1000000308,Neurology,South,90,1,0,0
1000000308,Neurology,South,90,1,1,0
1000000308,Neurology,South,90,1,2,0
1000000308,Neurology,South,90,1,3,0
1000000308,Neurology,South,90,1,4,0
1000000308,Neurology,South,90,1,5,0
1000000308,Neurology,South,90,1,6,0
1000000308,Neurology,South,90,1,7,0
1000000308,Neurology,South,90,1,8,0
1000000308,Neurology,South,90,1,9,0
1000000308,Neurology,South,90,1,10,0
1000000308,Neurology,South,90,1,11,0
1000000308,Neurology,South,90,1,12,0
1000000308,Neurology,South,90,1,13,0
1000000308,Neurology,South,90,1,14,0
1000000308,Neurology,South,90,1,15,0
1000000308,Neurology,South,90,1,16,0
1000000308,Neurology,South,90,1,17,0
1000000308,Neurology,South,90,1,18,0
1000000308,Neurology,South,90,1,19,0
1000000308,Neurology,South,90,1,20,1
1000000308,Neurology,South,90,1,21,1
1000000308,Neurology,South,90,1,22,0
1000000308,Neurology,South,90,1,23,0
1000000309,Cardiology,West,45,0,0,0
1000000309,Cardiology,West,45,0,1,0
1000000309,Cardiology,West,45,0,2,0
1000000309,Cardiology,West,45,0,3,0
1000000309,Cardiology,West,45,0,4,0
1000000309,Cardiology,West,45,0,5,0
1000000309,Cardiology,West,45,0,6,0
1000000309,Cardiology,West,45,0,7,0
1000000309,Cardiology,West,45,0,8,0
1000000309,Cardiology,West,45,0,9,0
1000000309,Cardiology,West,45,0,10,0
1000000309,Cardiology,West,45,0,11,0
1000000309,Cardiology,West,45,0,12,0
1000000309,Cardiology,West,45,0,13,0
1000000309,Cardiology,West,45,0,14,0
1000000309,Cardiology,West,45,0,15,0
1000000309,Cardiology,West,45,0,16,0
1000000309,Cardiology,West,45,0,17,1
1000000309,Cardiology,West,45,0,18,0
1000000309,Cardiology,West,45,0,19,0
1000000309,Cardiology,West,45,0,20,0
1000000309,Cardiology,West,45,0,21,0
1000000309,Cardiology,West,45,0,22,0
1000000309,Cardiology,West,45,0,23,0
1000000310,Cardiology,South,18,5,0,0
1000000310,Cardiology,South,18,5,1,0
1000000310,Cardiology,South,18,5,2,0
1000000310,Cardiology,South,18,5,3,0
1000000310,Cardiology,South,18,5,4,0
1000000310,Cardiology,South,18,5,5,0
1000000310,Cardiology,South,18,5,6,0
1000000310,Cardiology,South,18,5,7,1
1000000310,Cardiology,South,18,5,8,0
1000000310,Cardiology,South,18,5,9,0
1000000310,Cardiology,South,18,5,10,0
1000000310,Cardiology,South,18,5,11,0
1000000310,Cardiology,South,18,5,12,0
1000000310,Cardiology,South,18,5,13,0
1000000310,Cardiology,South,18,5,14,0
1000000310,Cardiology,South,18,5,15,0
1000000310,Cardiology,South,18,5,16,0
1000000310,Cardiology,South,18,5,17,0
1000000310,Cardiology,South,18,5,18,0
1000000310,Cardiology,South,18,5,19,0
1000000310,Cardiology,South,18,5,20,0
1000000310,Cardiology,South,18,5,21,0
1000000310,Cardiology,South,18,5,22,0
1000000310,Cardiology,South,18,5,23,0
1000000311,Cardiology,West,58,7,0,0
1000000311,Cardiology,West,58,7,1,0
1000000311,Cardiology,West,58,7,2,0
1000000311,Cardiology,West,58,7,3,0
1000000311,Cardiology,West,58,7,4,0
1000000311,Cardiology,West,58,7,5,0
1000000311,Cardiology,West,58,7,6,0
1000000311,Cardiology,West,58,7,7,0
1000000311,Cardiology,West,58,7,8,0
1000000311,Cardiology,West,58,7,9,0
1000000311,Cardiology,West,58,7,10,0
1000000311,Cardiology,West,58,7,11,0
1000000311,Cardiology,West,58,7,12,1
1000000311,Cardiology,West,58,7,13,0
1000000311,Cardiology,West,58,7,14,0
1000000311,Cardiology,West,58,7,15,0
1000000311,Cardiology,West,58,7,16,0
1000000311,Cardiology,West,58,7,17,0
1000000311,Cardiology,West,58,7,18,0
1000000311,Cardiology,West,58,7,19,0
1000000311,Cardiology,West,58,7,20,0
1000000311,Cardiology,West,58,7,21,0
1000000311,Cardiology,West,58,7,22,0
1000000311,Cardiology,West,58,7,23,0
1000000312,Radiology,Midwest,75,4,0,0
1000000312,Radiology,Midwest,75,4,1,0
1000000312,Radiology,Midwest,75,4,2,0
1000000312,Radiology,Midwest,75,4,3,0
1000000312,Radiology,Midwest,75,4,4,0
1000000312,Radiology,Midwest,75,4,5,0
1000000312,Radiology,Midwest,75,4,6,0
1000000312,Radiology,Midwest,75,4,7,0
1000000312,Radiology,Midwest,75,4,8,0
1000000312,Radiology,Midwest,75,4,9,0
1000000312,Radiology,Midwest,75,4,10,0
1000000312,Radiology,Midwest,75,4,11,0
1000000312,Radiology,Midwest,75,4,12,0
1000000312,Radiology,Midwest,75,4,13,0
1000000312,Radiology,Midwest,75,4,14,1
1000000312,Radiology,Midwest,75,4,15,1
1000000312,Radiology,Midwest,75,4,16,0
1000000312,Radiology,Midwest,75,4,17,0
1000000312,Radiology,Midwest,75,4,18,0
1000000312,Radiology,Midwest,75,4,19,0
1000000312,Radiology,Midwest,75,4,20,0
1000000312,Radiology,Midwest,75,4,21,0
1000000312,Radiology,Midwest,75,4,22,0
1000000312,Radiology,Midwest,75,4,23,0
1000000313,Pediatrics,Midwest,39,8,0,0
1000000313,Pediatrics,Midwest,39,8,1,0
1000000313,Pediatrics,Midwest,39,8,2,0
1000000313,Pediatrics,Midwest,39,8,3,0
1000000313,Pediatrics,Midwest,39,8,4,0
1000000313,Pediatrics,Midwest,39,8,5,0
1000000313,Pediatrics,Midwest,39,8,6,1
1000000313,Pediatrics,Midwest,39,8,7,0
1000000313,Pediatrics,Midwest,39,8,8,0
1000000313,Pediatrics,Midwest,39,8,9,0
1000000313,Pediatrics,Midwest,39,8,10,0
1000000313,Pediatrics,Midwest,39,8,11,0
1000000313,Pediatrics,Midwest,39,8,12,0
1000000313,Pediatrics,Midwest,39,8,13,0
1000000313,Pediatrics,Midwest,39,8,14,0
1000000313,Pediatrics,Midwest,39,8,15,0
1000000313,Pediatrics,Midwest,39,8,16,0
1000000313,Pediatrics,Midwest,39,8,17,0
1000000313,Pediatrics,Midwest,39,8,18,0
1000000313,Pediatrics,Midwest,39,8,19,0
1000000313,Pediatrics,Midwest,39,8,20,0
1000000313,Pediatrics,Midwest,39,8,21,0
1000000313,Pediatrics,Midwest,39,8,22,0
1000000313,Pediatrics,Midwest,39,8,23,0
1000000314,General Practice,Midwest,54,4,0,0
1000000314,General Practice,Midwest,54,4,1,0
1000000314,General Practice,Midwest,54,4,2,0
1000000314,General Practice,Midwest,54,4,3,0
1000000314,General Practice,Midwest,54,4,4,0
1000000314,General Practice,Midwest,54,4,5,0
1000000314,General Practice,Midwest,54,4,6,0
1000000314,General Practice,Midwest,54,4,7,0
1000000314,General Practice,Midwest,54,4,8,0
1000000314,General Practice,Midwest,54,4,9,0
1000000314,General Practice,Midwest,54,4,10,0
1000000314,General Practice,Midwest,54,4,11,0
1000000314,General Practice,Midwest,54,4,12,0
1000000314,General Practice,Midwest,54,4,13,0
1000000314,General Practice,Midwest,54,4,14,0
1000000314,General Practice,Midwest,54,4,15,0
1000000314,General Practice,Midwest,54,4,16,1
1000000314,General Practice,Midwest,54,4,17,0
1000000314,General Practice,Midwest,54,4,18,0
1000000314,General Practice,Midwest,54,4,19,0
1000000314,General Practice,Midwest,54,4,20,0
1000000314,General Practice,Midwest,54,4,21,0
1000000314,General Practice,Midwest,54,4,22,0
1000000314,General Practice,Midwest,54,4,23,0
1000000315,Oncology,Northeast,52,0,0,0
